Index,Date time,Duration,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flag,Forwarding status,ToS,Packets,Bytes,Label
45799,2016-07-29 07:38:07,0.28,63.44.71.247,42.219.156.211,64069,443,TCP,.AP.SF,0,0,9,1372,background
45899,2016-07-29 07:44:57,0.0,42.219.157.12,60.44.175.17,55205,53,UDP,.A....,0,0,1,76,background
45999,2016-07-29 07:51:57,0.128,216.199.48.209,42.219.154.111,33942,80,TCP,.APRS.,0,40,7,585,background
46099,2016-07-29 07:59:06,0.828,42.219.159.92,145.135.194.146,55605,443,TCP,.AP.SF,0,0,14,1129,background
46199,2016-07-29 08:05:27,0.0,42.219.153.89,106.150.248.168,19927,40029,UDP,.A....,0,0,1,62,background
46299,2016-07-29 08:11:55,0.0,176.116.207.109,42.219.155.8,5536,4424,UDP,.A....,0,40,1,440,background
46399,2016-07-29 08:18:38,0.0,42.219.152.249,178.235.148.129,61218,53,UDP,.A....,0,0,1,73,background
46499,2016-07-29 08:25:11,0.464,201.175.179.45,42.219.155.56,1955,80,TCP,.AP.SF,0,0,6,859,background
46599,2016-07-29 08:31:20,0.108,42.219.153.40,115.28.196.80,80,43817,TCP,.AP.SF,0,0,4,795,background
46699,2016-07-29 08:37:21,0.572,42.219.153.51,54.143.54.217,80,16361,TCP,.AP.SF,0,0,7,4864,background
46799,2016-07-29 08:43:23,0.0,164.117.225.224,42.219.156.23,38565,53413,UDP,.A....,0,0,1,46,background
46899,2016-07-29 08:49:21,39.116,212.118.131.178,42.219.156.243,42578,43001,TCP,.AP...,0,0,4,216,background
46999,2016-07-29 08:55:13,4.58,42.219.158.226,219.211.38.6,80,4746,TCP,.A...F,0,0,2,104,background
47099,2016-07-29 09:00:53,0.98,106.150.228.11,42.219.153.101,11123,80,TCP,.AP..F,0,0,8,680,background
47199,2016-07-29 09:06:41,0.0,85.236.127.138,42.219.158.226,60792,53,UDP,.A....,0,0,1,78,background
47299,2016-07-29 09:12:25,0.0,216.199.26.35,42.219.154.119,46216,80,TCP,....S.,0,72,1,40,background
47399,2016-07-29 09:18:10,2.92,42.219.159.95,137.126.9.227,26706,445,TCP,....S.,0,0,2,96,background
47499,2016-07-29 09:23:36,7.128,42.219.158.175,201.174.60.95,443,49497,TCP,.AP.SF,0,0,28,21837,background
47599,2016-07-29 09:28:59,33.48,223.27.107.222,42.219.159.92,443,49265,TCP,.APRS.,0,0,14,4711,background
47699,2016-07-29 09:33:57,0.0,216.199.26.35,42.219.154.162,35710,80,TCP,....S.,0,72,1,40,background
47799,2016-07-29 09:38:57,0.0,42.219.154.100,143.72.8.137,13621,53,UDP,.A....,0,0,1,56,background
47899,2016-07-29 09:43:26,1.684,74.159.140.37,42.219.155.28,8432,443,TCP,.APRSF,0,0,14,2953,background
47999,2016-07-29 09:48:05,0.22,208.143.237.167,42.219.156.211,54359,80,TCP,.AP.SF,0,0,6,632,background
48099,2016-07-29 09:52:41,20.748,42.219.156.211,211.166.138.209,443,37761,TCP,.AP.SF,0,0,13,6809,background
48199,2016-07-29 09:57:18,3.032,42.219.159.90,238.228.79.206,45003,445,TCP,....S.,0,0,2,96,background
48299,2016-07-29 10:01:52,0.0,42.219.158.178,92.216.27.21,11715,53,UDP,.A....,0,0,1,75,background
48399,2016-07-29 10:06:33,0.0,143.72.8.137,42.219.158.161,53,38231,UDP,.A....,0,0,1,162,background
48499,2016-07-29 10:11:27,0.032,42.219.155.26,43.164.49.177,40727,80,TCP,.AP.S.,0,0,4,796,background
48599,2016-07-29 10:16:14,2.0,42.219.153.7,85.252.6.50,53,53,UDP,.A....,0,0,2,146,background
48699,2016-07-29 10:20:55,2.964,42.219.159.90,145.0.162.142,38703,445,TCP,....S.,0,0,2,96,background
48799,2016-07-29 10:25:35,0.0,42.219.156.211,219.203.132.226,443,59709,TCP,...R..,0,72,1,40,background
48899,2016-07-29 10:29:51,0.0,42.219.157.11,211.33.115.27,443,51035,TCP,.AP...,0,0,1,93,background
48999,2016-07-29 10:34:33,0.0,143.72.4.250,42.219.159.85,53,53910,UDP,.A....,0,0,1,125,background
49099,2016-07-29 10:39:23,21.38,42.219.155.123,209.48.83.168,80,50131,TCP,.A...F,0,0,3,132,background
49199,2016-07-29 10:44:10,0.0,218.0.32.19,42.219.151.106,33616,22,TCP,....S.,0,0,1,60,background
49299,2016-07-29 10:48:55,1.216,42.219.159.85,60.151.184.132,9306,9306,UDP,.A....,0,0,3,366,background
49399,2016-07-29 10:53:50,5.756,42.219.155.56,213.183.196.165,80,51177,TCP,.A..SF,0,0,3,144,background
49499,2016-07-29 10:58:55,2.268,211.166.163.44,42.219.153.147,2022,80,TCP,.AP.SF,0,40,13,1232,background
49599,2016-07-29 11:03:39,12.764,42.219.154.158,195.218.104.182,45263,80,TCP,.AP.SF,0,0,11,1012,background
49699,2016-07-29 11:08:15,3.008,42.219.159.95,144.102.135.64,53434,445,TCP,....S.,0,0,2,96,background
49799,2016-07-29 11:12:55,0.0,42.219.154.129,143.72.8.137,59844,53,UDP,.A....,0,0,1,97,background
49899,2016-07-29 11:17:55,7.36,211.207.18.93,42.219.157.10,50394,443,TCP,.AP...,0,72,53,2247,background
49999,2016-07-29 11:22:53,0.0,42.219.153.7,150.249.253.53,53,41401,UDP,.A....,0,0,1,238,background
50099,2016-07-29 11:28:00,7.904,131.139.189.51,42.219.156.211,59038,443,TCP,.APRS.,0,0,13,1892,background
50199,2016-07-29 11:32:33,1.44,70.189.67.43,42.219.155.28,41154,443,TCP,.APRSF,0,0,11,2593,background
50299,2016-07-29 11:36:55,0.396,42.219.156.211,211.55.21.178,80,50128,TCP,.AP.SF,0,0,5,918,background
50399,2016-07-29 11:41:30,0.0,42.90.218.241,42.219.159.207,42127,53413,UDP,.A....,0,40,2,197,background
50499,2016-07-29 11:46:04,0.0,42.219.153.62,225.126.210.191,53,48667,UDP,.A....,0,0,1,78,background
50599,2016-07-29 11:50:24,4.584,42.219.156.211,213.94.251.7,443,48493,TCP,.AP.SF,0,0,10,6136,background
50699,2016-07-29 11:54:41,0.62,168.38.13.48,42.219.158.156,60308,443,TCP,.APRSF,0,0,10,2149,background
50799,2016-07-29 11:59:19,0.0,43.164.44.14,42.219.159.92,443,59186,TCP,.A....,0,0,1,52,background
50899,2016-07-29 12:03:50,0.0,216.95.165.42,42.219.157.10,80,58243,TCP,.A...F,0,0,1,40,background
50999,2016-07-29 12:08:43,0.0,42.219.154.159,241.175.0.121,53,39846,UDP,.A....,0,0,1,95,background
51099,2016-07-29 12:13:36,0.148,176.233.82.100,42.219.156.211,52945,80,TCP,.AP.SF,0,0,5,674,background
51199,2016-07-29 12:18:21,5.104,194.233.94.148,42.219.154.114,54105,80,TCP,.AP.SF,0,0,16,1085,background
51299,2016-07-29 12:22:56,0.004,154.202.85.139,42.219.147.137,43119,53413,UDP,.A....,0,72,2,197,background
51399,2016-07-29 12:27:46,4.224,176.244.206.153,42.219.156.211,55077,80,TCP,.AP.S.,0,0,5,661,background
51499,2016-07-29 12:32:45,2.992,42.219.159.90,112.192.105.63,24894,445,TCP,....S.,0,0,2,96,background
51599,2016-07-29 12:37:51,0.0,143.72.8.137,42.219.155.123,53,34349,UDP,.A....,0,0,1,122,background
51699,2016-07-29 12:42:25,0.14,216.51.231.15,42.219.153.219,49688,34032,TCP,.AP.SF,0,0,7,1108,background
51799,2016-07-29 12:47:09,0.0,42.219.153.44,204.97.41.54,53,38929,UDP,.A....,0,0,1,216,background
51899,2016-07-29 12:52:09,15.496,126.18.217.143,42.219.153.32,58498,80,TCP,.AP...,0,0,6,820,background
51999,2016-07-29 12:57:05,0.104,42.219.159.92,223.220.5.255,1514,80,TCP,.AP.SF,0,0,7,2428,background
52099,2016-07-29 13:01:52,5.524,42.219.158.180,165.60.39.242,443,39089,TCP,.AP.SF,0,0,23,16466,background
52199,2016-07-29 13:06:34,0.0,42.219.158.161,143.72.8.137,33753,53,UDP,.A....,0,0,1,75,background
52299,2016-07-29 13:11:18,0.0,42.219.159.106,192.19.254.151,45600,53,UDP,.A....,0,0,1,69,background
52399,2016-07-29 13:16:11,4.252,223.10.61.205,42.219.156.211,55043,80,TCP,.AP.S.,0,0,5,666,background
52499,2016-07-29 13:21:10,0.388,92.19.46.22,42.219.153.105,58219,80,TCP,.AP.SF,0,72,9,880,background
52599,2016-07-29 13:25:06,0.0,42.219.154.179,223.94.122.219,80,33371,TCP,.A..S.,0,0,1,40,background
52699,2016-07-29 13:30:00,0.752,43.164.44.1,42.219.147.178,443,52283,UDP,.A....,0,0,9,3328,background
52799,2016-07-29 13:35:12,3.056,42.219.159.95,91.152.16.160,59707,445,TCP,....S.,0,0,2,96,background
52899,2016-07-29 13:40:11,0.0,57.41.5.186,42.219.159.220,161,49774,UDP,.A....,0,72,1,80,background
52999,2016-07-29 13:45:04,309.896,76.163.197.70,42.219.159.197,0,0,ICMP,.A....,0,0,32,1024,background
53099,2016-07-29 13:50:02,0.0,165.227.118.76,42.219.158.179,51171,53,UDP,.A....,0,72,1,72,background
53199,2016-07-29 13:55:04,2.948,42.219.159.90,35.14.235.25,51763,445,TCP,....S.,0,0,2,96,background
53299,2016-07-29 14:00:14,0.0,143.72.8.137,42.219.154.101,53,60949,UDP,.A....,0,0,1,111,background
53399,2016-07-29 14:05:33,0.116,42.219.159.92,150.154.123.226,50892,443,TCP,.AP.SF,0,0,11,1057,background
53499,2016-07-29 14:10:50,2.884,42.219.159.90,136.158.145.28,57780,445,TCP,....S.,0,0,2,96,background
53599,2016-07-29 14:16:21,4.52,42.219.156.211,213.171.57.66,443,53354,TCP,.AP.SF,0,0,8,1663,background
53699,2016-07-29 14:21:44,0.0,42.219.153.62,193.27.6.195,53,14197,UDP,.A....,0,0,1,147,background
53799,2016-07-29 14:27:12,0.004,42.219.153.8,61.22.201.209,43003,25,TCP,...R..,0,72,2,80,background
53899,2016-07-29 14:32:37,1.72,133.18.60.180,42.219.159.82,58767,10021,TCP,.AP.SF,0,64,10,446,background
53999,2016-07-29 14:37:28,0.004,42.219.154.106,37.253.17.188,80,49615,TCP,.AP...,0,2,9,12632,background
54099,2016-07-29 14:43:13,0.0,42.219.158.161,143.72.8.137,53552,53,UDP,.A....,0,0,1,68,background
54199,2016-07-29 14:48:47,3.02,152.44.134.50,42.219.159.90,0,2816,ICMP,.A....,0,40,2,192,background
54299,2016-07-29 14:53:39,89.996,42.219.155.17,165.133.210.175,0,0,ICMP,.A....,0,64,4,128,background
54399,2016-07-29 14:59:30,0.004,213.118.182.104,42.219.158.116,42929,53413,UDP,.A....,0,0,2,197,background
54499,2016-07-29 15:05:06,4.232,42.219.156.211,176.130.204.217,443,52827,TCP,.AP.SF,0,0,7,1537,background
54599,2016-07-29 15:10:36,0.004,42.219.154.106,37.253.17.188,80,58626,TCP,.AP...,0,2,9,12767,background
54699,2016-07-29 15:15:38,0.256,42.219.158.177,209.61.218.141,143,36948,TCP,.AP...,0,0,2,178,background
54799,2016-07-29 15:20:46,0.0,209.150.31.249,42.219.155.106,35781,53,UDP,.A....,0,0,1,76,background
54899,2016-07-29 15:26:17,32.18,42.219.152.126,131.138.21.176,22,59760,TCP,.AP...,0,0,4575,4378393,background
54999,2016-07-29 15:31:35,0.18,42.219.156.211,37.97.12.22,80,49280,TCP,.AP.SF,0,0,4,884,background
55099,2016-07-29 15:36:49,0.588,222.225.209.165,42.219.154.183,40200,25,TCP,.APRS.,0,40,5,301,background
55199,2016-07-29 15:40:23,0.0,213.7.175.223,42.219.159.90,445,28418,TCP,.A.R..,0,40,1,40,background
55299,2016-07-29 15:43:48,0.0,204.97.29.4,42.219.153.62,54682,53,UDP,.A....,0,0,1,67,background
55399,2016-07-29 15:49:18,0.0,42.219.159.90,174.230.105.98,33077,445,TCP,....S.,0,0,1,48,background
55499,2016-07-29 15:54:24,0.0,42.219.159.82,209.50.115.32,8000,60101,TCP,.A....,0,0,1,52,background
55599,2016-07-29 15:59:40,0.0,42.219.158.226,36.67.34.98,80,55754,TCP,.A...F,0,0,1,52,background
55699,2016-07-29 16:04:34,0.0,42.219.153.62,204.97.44.212,53,42558,UDP,.A....,0,0,1,247,background
55799,2016-07-29 16:09:43,8.516,42.219.156.211,208.109.154.28,80,35121,TCP,.AP.SF,0,0,7,1114,background
55899,2016-07-29 16:14:48,0.0,217.242.27.213,42.219.155.116,49234,3389,TCP,....S.,0,42,1,52,background
55999,2016-07-29 16:19:42,0.0,42.219.153.7,204.97.46.244,53,46032,UDP,.A....,0,0,1,174,background
56099,2016-07-29 16:24:57,6.62,42.219.156.211,198.225.10.238,443,57341,TCP,.AP.SF,0,0,11,5999,background
56199,2016-07-29 16:30:16,0.0,42.219.159.95,212.78.240.125,7564,123,UDP,.A....,0,0,1,76,background
56299,2016-07-29 16:35:24,0.292,64.16.159.214,42.219.158.226,50237,80,TCP,.A...F,0,75,2,80,background
56399,2016-07-29 16:40:29,1.284,42.219.155.123,194.233.74.74,443,41974,TCP,.AP.S.,0,0,19,19307,background
56499,2016-07-29 16:45:42,0.0,42.219.155.26,74.158.129.17,443,18110,TCP,.AP..F,0,0,2,141,background
56599,2016-07-29 16:50:43,6.6,77.241.2.124,42.219.154.107,22787,80,TCP,.A...F,0,40,2,104,background
56699,2016-07-29 16:55:58,0.268,210.56.83.79,42.219.156.211,65328,80,TCP,.AP.SF,0,40,6,701,background
56799,2016-07-29 17:01:12,2.188,42.219.153.147,216.55.62.196,80,56613,TCP,.AP.SF,0,0,103,148273,background
56899,2016-07-29 17:06:20,0.0,66.245.15.30,42.219.153.7,35268,53,UDP,.A....,0,8,1,74,background
56999,2016-07-29 17:11:21,0.0,242.100.234.89,42.219.144.83,57217,21,TCP,....S.,0,72,1,40,background
57099,2016-07-29 17:16:34,5.604,42.219.158.175,211.52.126.138,443,50039,TCP,.AP.SF,0,0,7,429,background
57199,2016-07-29 17:21:39,2.936,42.219.159.90,205.76.162.166,38829,445,TCP,....S.,0,0,2,96,background
57299,2016-07-29 17:26:59,0.0,101.149.196.215,42.219.159.82,443,1855,TCP,.AP...,0,72,1,129,background
57399,2016-07-29 17:32:24,0.044,212.118.131.178,42.219.156.243,45518,40003,TCP,.AP...,0,0,2,112,background
57499,2016-07-29 17:37:37,20.836,74.217.140.134,42.219.158.156,39361,443,TCP,.AP.SF,0,72,8,975,background
57599,2016-07-29 17:42:47,0.664,62.100.116.216,42.219.154.128,64791,80,TCP,.AP.SF,0,0,6,977,background
57699,2016-07-29 17:47:54,0.62,212.79.183.238,42.219.155.56,59047,80,TCP,.AP.SF,0,72,7,665,background
57799,2016-07-29 17:53:07,10.208,42.219.153.128,210.94.129.237,80,52436,TCP,.A..SF,0,0,3,172,background
57899,2016-07-29 17:58:08,0.788,42.219.156.211,208.56.45.190,443,34027,TCP,.AP.SF,0,0,12,6638,background
57999,2016-07-29 18:03:04,0.0,143.72.8.137,42.219.154.114,53,52044,UDP,.A....,0,0,1,126,background
58099,2016-07-29 18:07:57,3.06,42.219.159.90,237.111.1.4,30638,445,TCP,....S.,0,0,2,96,background
58199,2016-07-29 18:12:54,0.0,141.191.61.166,43.164.49.177,35292,80,TCP,.A...F,0,0,1,52,background
58299,2016-07-29 18:17:44,1.064,214.43.236.22,42.219.159.82,47578,21,TCP,.AP.SF,0,0,10,446,background
58399,2016-07-29 18:22:54,0.12,62.100.106.240,42.219.158.226,38822,80,TCP,.AP.SF,0,0,6,726,background
58499,2016-07-29 18:28:03,0.156,42.219.153.152,176.116.195.23,80,39160,TCP,.AP.SF,0,0,8,6375,background
58599,2016-07-29 18:33:11,0.0,42.219.158.179,212.247.51.74,53,57454,UDP,.A....,0,0,1,156,background
58699,2016-07-29 18:38:15,9.932,74.36.16.69,42.219.155.28,40651,443,TCP,.APRSF,0,0,15,3049,background
58799,2016-07-29 18:43:08,0.0,42.219.159.90,164.77.240.37,23080,445,TCP,....S.,0,0,1,48,background
58899,2016-07-29 18:48:20,0.0,70.33.212.171,42.219.144.84,36578,53413,UDP,.A....,0,40,1,151,background
58999,2016-07-29 18:53:25,0.0,54.143.54.104,42.219.153.38,14341,80,TCP,....S.,0,2,1,48,background
59099,2016-07-29 18:58:21,2.952,42.219.159.90,74.231.168.112,48661,445,TCP,....S.,0,0,2,96,background
59199,2016-07-29 19:03:18,26.38,70.210.180.18,42.219.155.28,26093,443,TCP,.AP.S.,0,0,6,2280,background
59299,2016-07-29 19:08:15,7.436,169.108.203.47,42.219.158.180,25387,443,TCP,.AP.SF,0,40,11,1737,background
59399,2016-07-29 19:13:13,3.004,42.219.159.90,47.100.2.162,55147,445,TCP,....S.,0,0,2,96,background
59499,2016-07-29 19:18:27,0.12,42.219.153.128,76.164.75.15,80,61449,TCP,.AP.SF,0,0,5,652,background
59599,2016-07-29 19:23:37,0.0,42.219.153.26,189.244.147.205,53,64867,UDP,.A....,0,0,1,65,background
59699,2016-07-29 19:28:57,0.0,216.48.181.155,42.219.156.211,51017,80,TCP,.A...F,0,0,1,52,background
59799,2016-07-29 19:34:10,0.0,42.219.153.62,182.44.62.171,53,55954,UDP,.A....,0,0,1,72,background
59899,2016-07-29 19:39:38,0.0,210.46.47.206,42.219.153.62,38395,53,UDP,.A....,0,72,1,76,background
59999,2016-07-29 19:44:53,9.788,209.34.15.73,42.219.154.114,4660,80,TCP,.A..SF,0,0,5,212,background
60099,2016-07-29 19:50:21,2.512,176.207.119.6,42.219.158.156,31375,443,TCP,.AP.SF,0,0,9,1716,background
60199,2016-07-29 19:55:40,0.276,211.166.214.235,42.219.156.211,64916,80,TCP,.AP.SF,0,40,5,649,background
60299,2016-07-29 20:00:55,0.0,210.46.47.206,42.219.153.62,35855,53,UDP,.A....,0,72,1,76,background
60399,2016-07-29 20:05:37,0.58,189.105.220.13,42.219.158.226,80,39369,TCP,.AP.SF,0,72,4,616,background
60499,2016-07-29 20:10:44,0.0,42.219.155.100,143.72.8.137,38829,53,UDP,.A....,0,0,1,72,background
60599,2016-07-29 20:15:49,0.0,42.219.159.63,43.164.40.113,42429,80,TCP,...R..,0,0,1,40,background
60699,2016-07-29 20:21:05,5.344,223.80.213.119,42.219.158.175,49297,443,TCP,.APRS.,0,0,20,3861,background
60799,2016-07-29 20:26:12,3.524,70.211.214.223,42.219.155.28,52485,443,TCP,.APRSF,0,0,13,2913,background
60899,2016-07-29 20:31:22,0.24,42.219.153.219,175.177.229.105,80,26478,TCP,.AP.SF,0,0,4,621,background
60999,2016-07-29 20:36:42,0.344,42.219.159.85,240.151.218.176,55337,443,TCP,.AP...,0,0,2,591,background
61099,2016-07-29 20:42:19,0.0,42.219.153.7,232.170.159.186,53,40862,UDP,.A....,0,0,1,240,background
61199,2016-07-29 20:48:06,3.172,42.219.159.95,76.131.195.105,60453,445,TCP,....S.,0,0,2,96,background
61299,2016-07-29 20:53:44,0.0,42.219.157.23,211.53.111.184,80,58461,TCP,.A...F,0,0,1,52,background
61399,2016-07-29 20:59:31,0.0,202.30.176.153,42.219.159.85,0,771,ICMP,.A....,0,0,1,159,background
61499,2016-07-29 21:04:39,0.16,42.127.32.166,42.219.155.95,80,45640,TCP,.AP.SF,0,0,6,625,background
61599,2016-07-29 21:10:09,1.256,42.219.155.28,51.237.199.100,443,48073,TCP,.APRSF,0,0,12,3448,background
61699,2016-07-29 21:15:55,0.0,143.72.8.137,42.219.158.178,53,55914,UDP,.A....,0,0,1,120,background
61799,2016-07-29 21:21:39,0.0,143.72.8.137,42.219.154.100,53,52826,UDP,.A....,0,0,1,140,background
61899,2016-07-29 21:27:20,2.864,42.219.159.90,187.56.100.212,45062,445,TCP,....S.,0,0,2,96,background
61999,2016-07-29 21:32:56,0.0,219.196.230.11,42.219.156.231,58950,143,TCP,.A....,0,72,1,40,background
62099,2016-07-29 21:38:45,0.0,42.219.154.7,143.72.8.137,60498,53,UDP,.A....,0,0,1,67,background
62199,2016-07-29 21:44:18,1.58,42.219.155.28,74.159.156.255,443,50778,TCP,.APRSF,0,0,12,3448,background
62299,2016-07-29 21:49:49,0.0,194.233.88.57,42.219.153.62,54908,53,UDP,.A....,0,0,1,63,background
62399,2016-07-29 21:55:15,6.808,201.167.7.178,42.219.159.106,33537,8081,TCP,.APRS.,0,0,6,558,background
62499,2016-07-29 22:00:58,0.0,49.106.168.170,42.219.159.85,9477,7000,UDP,.A....,0,40,1,123,background
62599,2016-07-29 22:06:12,10.032,42.219.156.211,201.113.139.154,443,55944,TCP,.APRSF,0,0,12,5805,background
62699,2016-07-29 22:11:56,0.196,209.62.199.73,42.219.156.211,54754,80,TCP,.AP.SF,0,0,5,602,background
62799,2016-07-29 22:17:21,6.54,42.219.157.23,76.166.153.234,80,53537,TCP,.AP..F,0,0,24,29620,background
62899,2016-07-29 22:23:06,0.04,42.219.155.26,43.164.40.113,54969,80,TCP,.AP.S.,0,0,4,827,background
62999,2016-07-29 22:28:35,1.672,133.45.249.171,42.219.158.161,64896,25,TCP,.APRS.,0,40,10,509,background
63099,2016-07-29 22:34:19,3.044,42.219.159.90,61.48.33.28,7521,445,TCP,....S.,0,0,2,96,background
63199,2016-07-29 22:40:09,4.428,74.217.177.149,42.219.158.156,52193,443,TCP,.AP.S.,0,72,25,3188,background
63299,2016-07-29 22:45:44,0.0,210.46.43.130,42.219.153.7,49573,53,UDP,.A....,0,72,1,76,background
63399,2016-07-29 22:51:23,4.248,211.63.23.103,42.219.156.210,56682,443,TCP,.AP.SF,0,0,11,1882,background
63499,2016-07-29 22:56:59,3.06,42.219.159.90,86.129.149.46,24058,445,TCP,....S.,0,0,2,96,background
63599,2016-07-29 23:02:30,1.548,51.167.217.149,42.219.155.28,60093,443,TCP,.APRSF,0,72,11,2809,background
63699,2016-07-29 23:08:18,0.0,42.219.154.122,143.72.8.137,36331,53,UDP,.A....,0,0,1,74,background
63799,2016-07-29 23:14:26,0.28,50.86.71.225,42.219.155.81,22167,80,TCP,.A...F,0,0,2,80,background
63899,2016-07-29 23:20:20,0.0,64.173.55.214,42.219.154.129,7118,53,UDP,.A....,0,72,1,78,background
63999,2016-07-29 23:26:27,0.0,43.164.40.113,42.219.155.26,80,55483,TCP,.A...F,0,0,1,52,background
64099,2016-07-29 23:32:45,0.0,51.190.154.177,42.219.157.10,53,55362,UDP,.A....,0,4,1,618,background
64199,2016-07-29 23:38:49,0.0,42.219.158.220,62.204.33.6,3306,45378,TCP,.A..S.,0,0,1,60,background
64299,2016-07-29 23:45:08,3.116,192.22.7.27,42.219.159.85,443,27194,UDP,.A....,0,0,2,210,background
64399,2016-07-29 23:51:19,0.0,51.128.13.136,42.219.153.7,42535,53,UDP,.A....,0,40,1,66,background
64499,2016-07-29 23:57:17,0.0,208.70.206.63,42.219.159.82,49508,8000,TCP,.AP...,0,0,1,84,background
64599,2016-07-30 00:03:26,9.168,64.123.160.181,42.219.154.108,23336,80,TCP,.A..SF,0,72,48,2504,background
64699,2016-07-30 00:09:28,306.872,42.219.159.85,127.153.232.147,27295,80,TCP,.A....,0,0,4932,208992,background
64799,2016-07-30 00:15:51,0.0,43.164.40.113,42.219.155.26,80,52471,TCP,.A...F,0,0,1,52,background
64899,2016-07-30 00:22:16,4.888,67.211.136.235,42.219.156.211,51280,443,TCP,.AP.S.,0,0,12,1739,background
64999,2016-07-30 00:28:30,5.608,60.242.232.73,42.219.153.158,22118,80,TCP,.A...F,0,40,6,312,background
65099,2016-07-30 00:34:34,0.564,42.219.153.78,187.124.142.82,80,57887,TCP,.AP.SF,0,0,10,9366,background
65199,2016-07-30 00:41:08,0.0,42.219.155.59,92.225.30.251,50105,443,TCP,.AP...,0,0,1,474,background
65299,2016-07-30 00:47:41,1.624,204.97.71.84,42.219.156.196,25,33292,TCP,.AP.SF,0,0,8,710,background
65399,2016-07-30 00:54:09,0.0,42.219.158.161,143.72.8.137,38680,53,UDP,.A....,0,0,1,60,background
65499,2016-07-30 01:00:50,2.188,74.159.140.35,42.219.155.28,42338,443,TCP,.APRSF,0,0,13,3047,background
65599,2016-07-30 01:07:18,0.0,133.178.102.231,42.219.156.206,40169,53413,UDP,.A....,0,0,1,360,background
65699,2016-07-30 01:13:52,0.016,43.164.40.113,42.219.155.26,80,56414,TCP,.AP.S.,0,0,3,550,background
65799,2016-07-30 01:20:37,3.056,42.219.159.95,233.113.70.188,53411,445,TCP,....S.,0,0,2,96,background
65899,2016-07-30 01:27:41,0.0,42.219.156.211,133.23.102.153,443,34689,TCP,...R..,0,64,1,40,background
65999,2016-07-30 01:34:38,2.944,42.219.159.95,117.114.145.109,32169,445,TCP,....S.,0,0,2,96,background
66099,2016-07-30 01:41:37,0.0,143.72.8.137,42.219.157.23,53,55784,UDP,.A....,0,0,1,138,background
66199,2016-07-30 01:48:42,7.064,176.207.119.6,42.219.158.156,57297,443,TCP,.AP.SF,0,0,48,4938,background
66299,2016-07-30 01:55:33,4.872,202.213.220.192,42.219.156.211,60000,443,TCP,.AP.SF,0,40,14,1634,background
66399,2016-07-30 02:02:33,5.08,42.219.156.211,202.213.7.205,443,41500,TCP,.AP.SF,0,0,12,5742,background
66499,2016-07-30 02:09:13,0.368,67.64.63.33,42.219.154.119,51160,3306,TCP,.AP.SF,0,72,22,1996,background
66599,2016-07-30 02:16:05,0.688,42.219.159.220,57.41.5.186,0,2048,ICMP,.A....,0,0,5,300,background
66699,2016-07-30 02:23:12,9.44,42.219.155.26,64.208.181.240,443,16322,TCP,.AP.SF,0,0,8,3433,background
66799,2016-07-30 02:30:09,4.448,213.40.81.35,42.219.156.211,33365,80,TCP,.AP.S.,0,72,5,668,background
66899,2016-07-30 02:37:09,0.316,42.219.153.8,96.19.103.135,34526,25,TCP,.AP.SF,0,0,38,45248,background
66999,2016-07-30 02:44:27,8.504,42.219.145.234,70.133.194.163,1433,4126,TCP,.AP.SF,0,0,8,2274,background
67099,2016-07-30 02:52:08,0.0,42.219.156.211,216.58.156.4,443,39564,TCP,...R..,0,0,1,40,background
67199,2016-07-30 02:59:15,0.0,248.176.232.58,42.219.149.143,40684,53413,UDP,.A....,0,72,2,197,background
67299,2016-07-30 03:06:12,0.0,173.8.42.152,42.219.159.90,445,6879,TCP,.A.R..,0,72,1,40,background
67399,2016-07-30 03:13:15,0.0,42.219.153.62,210.46.46.177,53,41919,UDP,.A....,0,0,1,76,background
67499,2016-07-30 03:20:27,1.036,214.43.209.215,42.219.159.82,46051,21,TCP,.AP.SF,0,0,10,446,background
67599,2016-07-30 03:27:40,6.264,213.212.211.63,42.219.156.211,55469,80,TCP,.AP.S.,0,0,7,1154,background
67699,2016-07-30 03:34:50,2.596,76.225.112.68,42.219.156.211,60489,443,TCP,.AP.SF,0,0,13,1840,background
67799,2016-07-30 03:41:56,3.04,42.219.159.90,241.122.14.213,50667,445,TCP,....S.,0,0,2,96,background
67899,2016-07-30 03:49:12,9.068,96.111.151.54,42.219.156.211,54830,80,TCP,.AP.SF,0,0,8,1230,background
67999,2016-07-30 03:56:17,1.152,214.43.209.215,42.219.159.82,55926,21,TCP,.AP.SF,0,0,10,446,background
68099,2016-07-30 04:02:50,2.956,42.219.159.90,193.105.175.77,65223,445,TCP,....S.,0,0,2,96,background
68199,2016-07-30 04:09:54,0.0,42.219.154.69,42.219.150.241,80,2744,TCP,.A..S.,0,0,1,40,dos
68299,2016-07-30 04:14:18,3.64,70.210.178.229,42.219.155.28,5675,443,TCP,.APRSF,0,0,14,2721,background
68399,2016-07-30 04:21:04,2.544,42.219.155.28,70.210.177.136,443,7904,TCP,.APRSF,0,0,10,3344,background
68499,2016-07-30 04:26:55,0.0,42.219.150.241,42.219.154.69,2608,80,TCP,...RS.,0,0,2,200,dos
68599,2016-07-30 04:33:53,30.0,208.71.248.17,42.219.153.27,62695,50578,UDP,.A....,0,0,4,392,background
